section,section_heading,commodity,ppm,expiration_note,row_type
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Goat, meat",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Grape, raisin",10.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Guava,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Hog, fat",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Hog, meat byproducts",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Hog, meat",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Horse, fat",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Horse, meat byproducts",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Horse, meat",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Ilama,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Jaboticaba,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Longan,7.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Lychee,7.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Mango,1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Melon subgroup 9A,0.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Milk, fat (reflecting 0.08 ppm in whole milk)",2.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Nut, tree, crop group 14",0.10,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Olive,5.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Papaya,1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Passionfruit,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Pea, succulent",0.02,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Peanut, hay",20.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Peanut,0.01,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Pistachio,0.10,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Poultry, fat",0.05,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Poultry, meat byproducts",0.05,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Poultry, meat",0.05,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Pulasan,7.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Rambutan,7.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Sapodilla,1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Sapote, black",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Sapote, mamey",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Sheep, fat",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Sheep, meat byproducts",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Sheep, meat",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Soursop,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Spanish lime,7.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Squash/Cucumber subgroup 9B,0.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Star apple,1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Starfruit,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Sugar apple,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Tea, dried 1",2.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Vegetable, fruiting, group 8-10",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Wax jambu,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Kiwifruit, fuzzy",5,12/31/2022,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,Almond,0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,"Almond, hulls",0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,Grape,0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,Grapefruit,0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,Lemon,0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,"Orange, sweet",0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,Peach,0.1,,tolerance
180.467,§ 180.467 Carbon disulfide; tolerances for residues.,"Plum, prune, fresh",0.1,,tolerance
180.468,§ 180.468 Flumetsulam; tolerances for residues.,"Bean, dry, seed",0.05,,tolerance
180.468,§ 180.468 Flumetsulam; tolerances for residues.,"Corn, field, forage",0.05,,tolerance
180.468,§ 180.468 Flumetsulam; tolerances for residues.,"Corn, field, grain",0.05,,tolerance
180.468,§ 180.468 Flumetsulam; tolerances for residues.,"Corn, field, stover",0.05,,tolerance
180.468,§ 180.468 Flumetsulam; tolerances for residues.,"Soybean, seed",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, field, forage",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, field, grain",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, field, stover",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, pop, grain",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, pop, stover",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, sweet, forage",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, sweet, kernel plus cob with husks removed",0.05,,tolerance
180.469,§ 180.469 Dichlormid; tolerances for residues.,"Corn, sweet, stover",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Alfalfa, forage",8.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Alfalfa, hay",20,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Beet, sugar, dried pulp",0.50,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Beet, sugar, molasses",0.80,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Beet, sugar, roots",0.30,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Beet, sugar, tops",0.70,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Cattle, fat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Cattle, kidney",0.03,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Cattle, meat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Cattle, meat byproducts, except kidney",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, field, forage",4.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, field, grain",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, field, stover",2.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, pop, grain",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, pop, stover",2.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, sweet, forage",1.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, sweet, kernels plus cob with husks removed",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Corn, sweet, stover",1.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Cotton, gin byproducts",4.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Cotton, undelinted seed",0.6,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Goat, fat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Goat, kidney",0.03,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Goat, meat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Goat, meat byproducts, except kidney",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Hog, kidney",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Horse, fat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Horse, kidney",0.03,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Horse, meat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Horse, meat byproducts, except kidney",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,Milk,0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,Peanut,0.20,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Peanut, hay",7.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Peanut, meal",0.25,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sheep, fat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sheep, kidney",0.03,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sheep, meat",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sheep, meat byproducts, except kidney",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sorghum, grain, forage",1.6,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sorghum, grain, grain",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sorghum, grain, stover",1.7,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Soybean, meal",1.2,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Soybean, seed",1.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Animal feed, nongrass, group 18, except alfalfa, forage",1.3,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Animal feed, nongrass, group 18, except alfalfa, hay",3.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, except corn, grain sorghum, rice and wheat, forage",0.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, except corn, grain sorghum, rice and wheat, hay",2.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, except corn, grain sorghum, rice and wheat, stover",0.1,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, except corn, grain sorghum, and wheat, straw",0.3,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Grain, cereal, group 15, except corn, grain sorghum, and wheat, grain",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Pea and bean, dried shelled, except soybean, subgroup 6C",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,Potato,0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Soybean, forage",0.7,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Soybean, hay",1.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Sunflower, seed",0.05,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Wheat, forage",0.5,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Wheat, grain",0.02,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Wheat, hay",2.0,,tolerance
180.470,§ 180.470 Acetochlor; tolerances for residues.,"Wheat, straw",0.1,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, field, forage",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, field, grain",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, field, stover",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, pop, grain",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, pop, stover",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, sweet, forage",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, sweet, kernel plus cob with husks removed",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Corn, sweet, stover",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Sorghum, forage",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Sorghum, grain",0.01,,tolerance
180.471,§ 180.471 Furilazole; tolerances for residues.,"Sorghum, stover",0.01,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Acerola,1.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Almond, hulls",4.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Apple,0.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Apple, wet pomace",3.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Artichoke, globe",2.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Aspirated grain fractions,240,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Atemoya,0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Avocado,1.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Banana,0.50,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Beet, sugar, molasses",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Beet, sugar, roots",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Beet, sugar, tops",0.50,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Biriba,0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Blueberry,3.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Borage, seed",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Caneberry, subgroup 13-A",2.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Canistel,1.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Canola, seed",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Cattle, fat",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Cattle, meat",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Cattle, meat byproducts",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Cherimoya,0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Citrus, dried pulp",5.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Coffee, bean, green",0.80,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Cotton, gin byproducts",4.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Cotton, meal",8.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Cotton, undelinted seed",6.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Crambe, seed",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Cranberry,0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Currant,3.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Custard apple,0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Egg,0.02,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Elderberry,3.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Feijoa,1.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Fish,0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Fish-shellfish, mollusc",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Flax, seed",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Fruit, citrus, group 10",0.70,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Fruit, pome, group 11",0.6,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Fruit, stone, group 12",3.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Goat, fat",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Goat, meat",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Goat, meat byproducts",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Gooseberry,3.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, forage, except rice",7.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, hay, except rice",6.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, stover, except rice",0.30,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grain, cereal, forage, fodder and straw, group 16, straw, except rice",3.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grain, cereal, group 15, except rice",0.05,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Grape,1.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grape, juice",1.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Grape, raisin",1.5,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,Guava,1.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Herbs subgroup 19A, dried herbs",48,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Herbs subgroup 19-A, fresh herbs",8.0,,tolerance
180.472,§ 180.472 Imidacloprid; tolerances for residues.,"Hog, fat",0.30,,tolerance
